itemID	titleID	item_year	title	subject	taxa_identified	language	pages	BHL_upload
51156	14647	1914	Fishery Board for Scotland. Scientific investigations.		12	ENG	248	2009
177145	98463	1916	H 7079 to h 7120	Marine biology	0		99	2015
105072	49802	1915	Whale fishery of New England. An account, with illustrations and some interesting and amusing anecdotes, of the rise and fall of an industry which has made New England famous throughout the world.		8	ENG	74	2011
51164	14647	1917	Fishery Board for Scotland. Scientific investigations.		1	ENG	102	2009
85361	37868	1919	Rapports et procès-verbaux des réunions	Marine biology	2	FRE	70	2009
177056	98435	1894	1899 to 1927, Aug 1894-5	Marine invertebrates	0		95	2015
18604	2167	1892	Ergebnisse der in dem Atlantischen Ocean von Mitte Juli bis Anfang November 1889 ausgeführten Plankton-Expedition der Humboldt-Stiftung. Auf Frund von gemeinschaftlichen Untersuchungen einer Reihe von Fach-Forschern.		347	GER	153	2008
27273	4963	1894	Biological lectures delivered at the Marine Biological Laboratory of Wood's Holl [sic].		91	ENG	312	2008
17418	6206	1948	The Biological bulletin	Marine biology	383	ENG	406	2008
115979	55316	1880	The wonders of the great deep, or, The physical, animal, geological, and vegetable curiosities of the ocean	Marine animals	133	ENG	410	2012
46041	11139	1853	Reports of explorations and surveys, to ascertain the most practicable and economical route for a railroad from the Mississippi River to the Pacific Ocean		2680	ENG	1080	2009
18713	2167	1892	Ergebnisse der in dem Atlantischen Ocean von Mitte Juli bis Anfang November 1889 ausgeführten Plankton-Expedition der Humboldt-Stiftung. Auf Frund von gemeinschaftlichen Untersuchungen einer Reihe von Fach-Forschern.		106	GER	48	2008
18739	2169	1905	Résultats des campagnes scientifiques accomplies sur son yacht par Albert Ier, prince souverain de Monaco ...	Marine animals	39	FRE	102	2008
43763	11510	1855	Mollusca testacea marium britannicorum : a history of the British marine testaceous Mollusca distributed in their natural order, on the basis of the organization of the animals : with references and notes on every British species		866	ENG	560	2009
241513	142639	1930	Waldo L. Schmitt Papers : field notes, Tortugas, July 9-August 18, 1930.	Marine biology	0	ENG	76	2017
217711	125108	1921	Sea Cliff Dahlia Gardens 1921 [catalog]		10	ENG	14	2017
99391	45888	1958	Commercial fisheries review.		74	ENG	106	2010
92951	42424	1910	The fisheries and the guano industry of Peru.   		30	ENG	60	2010
135497	2169	1922	Résultats des campagnes scientifiques accomplies sur son yacht par Albert Ier, prince souverain de Monaco ...	Marine animals	105	FRE	298	2013
99630	45888	1952	Commercial fisheries review.		32	ENG	64	2010
47687	13311	1880	Manual of the New Zealand Mollusca. A systematic and descriptive catalogue of the marine and land shells, and of the soft mollusks and Polyzoa of New Zealand and the adjacent islands		930	ENG	256	2009
38435	9502	1948	Fishery leaflet		29	ENG	68	2008
99529	45888	1951	Commercial fisheries review.		20	ENG	66	2010
53532	15832	1908	Papers from the Tortugas Laboratory of the Carnegie Institution of Washington.	Marine biology	244	ENG	306	2009
41859	10289	1918	Report of the Dove Marine Laboratory		123	ENG	110	2009
16287	1409	1891	Recherches expérimentales sur les conditions physiques de la vie dans les eaux	Marine biology	120	FRE	530	2008
47198	13162	1883	The salmon fisheries		9	ENG	90	2009
44335	11788	1912	First annual report of the Laguna Marine Laboratory at Laguna Beach, Orange County, California.  	Marine biology	718	ENG	228	2009
18411	6513	1888	Report on the scientific results of the voyage of H.M.S. Challenger during the years 1873-76 under the command of Captain George S. Nares ... and the late Captain Frank Tourle Thomson, R.N.	Marine animals	532	ENG	600	2008
176728	98240	1891	No 2, cable survey, Oct 14th 1891, Oct 18th 1891	Marine biology	2		100	2015
63217	22587	1912	North Atlantic coast fisheries. Proceedings in the North Atlantic coast fisheries arbitration before the Permanent Court of Arbitration at the Hague.  Under the provisions of the general treaty of arbitration of April 4, 1908, and the special agreement of January 27, 1909, between the United States of America and Great Britain. (In twelve volumes) ...		22	ENG	326	2009
176497	98057	1904	#4 California coast, dr 4356 to dr 4382, hy 4791 to hy 4796, Mch 15th to 18th 1904	Marine biology	0		103	2014
41497	10543	1880	Manual of conchology, structural and systematic : with illustrations of the species	Marine invertebrates	1422	ENG	448	2009
177297	98560	1893	Original logbooks of the "Fish Hawk" United States Fish Commission station numbers 1829 to 1848	Marine biology	0		100	2015
22565	3940	1959	Fishery bulletin. United States Fish and Wildlife Service.		513	ENG	708	2008
43078	11139	1858	Reports of explorations and surveys, to ascertain the most practicable and economical route for a railroad from the Mississippi River to the Pacific Ocean		2708	ENG	1078	2009
81342	35867	1912	The marine mammals in the Anatomical Museum of the University of Edinburgh	Marine mammals	264	ENG	266	2009
16169	1322	1868	A history of the British hydroid zoophytes.	Marine animals	629	ENG	426	2008
220593	127352	1880	Hydrographic sheet, no. 1471, 1880	Marine invertebrates	0	ENG	1	2017
102797	47780	1957	Report of the International Ice Patrol service in the North Atlantic Ocean		41	ENG	650	2010
41823	169526	1898	Report of the Danish Biological Station to the Board of Agriculture.	Marine biology	9	ENG	30	2009
81047	35716	1922	The biology of the sea-shore	Marine biology	755	ENG	400	2009
87515	15832	1908	Papers from the Tortugas Laboratory of the Carnegie Institution of Washington.	Marine biology	183	ENG	454	2009
229714	133838	1886	Hydrographic Sheet No. 1785, 1886-1888	Marine invertebrates	0	ENG	6	2017
16803	1729	1852	Bilder aus dem Thierleben	Marine animals	102	GER	476	2008
115714	55075	1920	Secrets of earth and sea		120	ENG	274	2012
116454	55743	1914	Animal life by the sea-shore	Marine animals	268	ENG	168	2012
200919	115671	1894	The fauna of the deep sea	Marine animals	265	ENG	198	2016
205741	6513	1885	Report on the scientific results of the voyage of H.M.S. Challenger during the years 1873-76 under the command of Captain George S. Nares ... and the late Captain Frank Tourle Thomson, R.N.	Marine animals	1151	ENG	986	2016
201327	115830	1893	Voyage scientifique dans l'Archipel Malais.	Marine biology	1297	FRE	734	2016
87554	39475	1945	Science of the seven seas	Marine animals	18	ENG	236	2009
176714	98226	1899	[Logbook of the Albatross]. AA#70-AA#119, 27th Sept-18th Oct 1899, hyd 3840-3888, dr 3687	Marine biology	0		103	2015
76305	32099	1893	Sea mosses, a collector's guide and an introduction to the study of marine Algae.		272	ENG	366	2009
261447	155829	1759	Jobi Basteri ... Opuscula subseciva, observationes miscellaneas de animalculis et plantis quibusdam marinis, eorumque ovariis et seminibus continentia	Marine animals	138	LAT	118	2018
17192	6206	1957	The Biological bulletin	Marine biology	644	ENG	534	2008
158890	83561	1841	A narrative of four voyages to the South Sea, north and south Pacific Ocean, Chinese sea, Ethiopic and southern Atlantic Ocean, Indian and Antarctic Ocean : from the year 1822 to 1831 : comprising critical surveys of coasts and islands, with sailing directions : and an account of some new and valuable discoveries, including the Massacre Islands, where thirteen of the author's crew were massacred and eaten by cannibals : to which is prefixed a brief sketch of the author's early life		81	ENG	518	2014
46767	12964	1884	Catalogue of marine mollusca added to the fauna of New England during the past ten years		509	ENG	184	2009
176722	98234	1890	Dr 3363 to 3322, hyd 2446 to 2528	Marine biology	2		211	2015
216364	124182	1856	Hydrographic sheet no. 564, 1856	Marine invertebrates	0	ENG	1	2017
271462	162304	1934	Evergreens and plants raised in the Colorado mountains at an elevation of 8,000 feet above sea level, in a dry rarified air, will give you best results : they have the fibrous roots		2	ENG	4	2019
108581	51154	1900	Report of the Commissioners of Fisheries of the State of Pennsylvania for the year ... 		29	ENG	182	2011
255164	151872	1887	Living lights; a popular account of phosphorescent animals and vegetables.	Marine biology	261	ENG	272	2018
17299	6206	1946	The Biological bulletin	Marine biology	442	ENG	362	2008
85716	38446	1879	Fisheries / by E. W. H. Holdsworth.  The law relating to fisheries		4	ENG	37	2009
36521	8730	1870	Bidrag til kundskab om Christianiafjordens fauna	Marine animals	322	DAN	134	2008
104895	49701	1910	International regulations of the fisheries on the high seas.  		0	ENG	24	2011
56126	8627	1959	Oceanography in the United States. Hearings before the Special Subcommittee on Oceanography of the Committee on Merchant Marine and Fisheries, House of Representatives, Eighty-sixth Congress, first[-second] session ... 		0	ENG	48	2009
126135	62006	1914	The fisheries of Newfoundland lecture delivered in St. John's, Newfoundland		2	ENG	28	2012
77794	10543	1879	Manual of conchology, structural and systematic : with illustrations of the species	Marine invertebrates	1889	ENG	558	2009
88865	39915	1873	Report of a second deep-sea dredging expedition to the Gulf of St. Lawrence with some remarks on the marine fisheries of the province of Quebec	Marine biology	116	ENG	29	2010
17396	6206	1949	The Biological bulletin	Marine biology	359	ENG	390	2008
85221	38027	1887	The Canadian fisheries dispute  		1	ENG	15	2009
220087	126973	1880	Hydrographic sheet, no. 1456, 1880	Marine invertebrates	0	ENG	1	2017
15850	6206	1928	The Biological bulletin	Marine biology	347	ENG	632	2008
177160	98475	1912	Hy 5003-5035, d 5714-5731	Marine biology	2		101	2015
221367	127705	1884	Hydrographic sheet, no. 1593, 1884	Marine invertebrates	0	ENG	1	2017
109258	6513	1880	Report on the scientific results of the voyage of H.M.S. Challenger during the years 1873-76 under the command of Captain George S. Nares ... and the late Captain Frank Tourle Thomson, R.N.	Marine animals	511	ENG	408	2011
74952	31115	1895	Ocean to ocean on horseback : being the story of a tour in the saddle from the Atlantic to the Pacific ...		33	ENG	552	2009
47272	12914	1904	Forschungsberichte aus der Biologischen Station zu Plön.	Marine biology	681	GER	352	2009
86670	39075	1960	Temperature measurements in the ocean near Eleuthera		2	ENG	46	2009
84627	37868	1913	Rapports et procès-verbaux des réunions	Marine biology	26	FRE	186	2009
99279	45888	1958	Commercial fisheries review.		43	ENG	104	2010
124763	61364	1828	A View of the rise, progress, and present state of the Newfoundland fishery with some observations on its government, civil establishment, revenue and expenditure.		0	ENG	32	2012
100898	46533	1960	Fishery statistics of the United States		270	ENG	536	2010
95641	44032	1760	Jobi Basteri med. doct., Acad. Caes. ... Opuscula subseciva : observationes miscellaneas de animalculis et plantis, quibusdam marinis, eorumque ovariis et seminibus continentia	Marine biology	365	LAT	436	2010
43187	4805	1862	Phycologia australica; or, A history of Australian sea weeds  ... and a synopsis of all known Australian Algae ...		265	ENG	254	2009
18397	6513	1888	Report on the scientific results of the voyage of H.M.S. Challenger during the years 1873-76 under the command of Captain George S. Nares ... and the late Captain Frank Tourle Thomson, R.N.	Marine animals	859	ENG	644	2008
113870	53611	1897	The marine fishes and invertebrates of Loch Fyne. 		1785	ENG	490	2011
114366	53840	1897	Special reports on I.--The Fisheries of Canada II.--On the treatment and planting of Salmonoid Fry III.--The propagation of Black Bass ... 1897 		13	ENG	26	2012
114281	64230	1899	Illustrations of the Zoology of H.M. Indian Marine Surveying Steamer Investigator	Investigator (Marine survey ship)	69	ENG	60	2011
44227	11752	1878	Monographie du genre Ringicula : et description de quelques especes nouvelles	Contributions in marine biology	101	FRE	150	2009
48016	13451	1883	Cruise of the revenue steamer Corwin in Alaska and the N. W. Arctic ocean in 1881 ... Notes and memoranda ...		390	ENG	162	2009
87538	39471	1823	A succinct account of the lime rocks of Plymouth : being the substance of several communications, read before the members of the Geological society, in London, and partly printed in their Transactions : with ten lithographic plates, of some of the most remarkable of the animal remains found in them	Marine animals, Fossil	38	ENG	118	2009
41452	10536	1857	Popular history of the aquarium of marine and fresh-water animals and plants	Marine biology	323	ENG	402	2009
268154	11139	1859	Reports of explorations and surveys, to ascertain the most practicable and economical route for a railroad from the Mississippi River to the Pacific Ocean		2020	ENG	934	2019
18343	6513	1887	Report on the scientific results of the voyage of H.M.S. Challenger during the years 1873-76 under the command of Captain George S. Nares ... and the late Captain Frank Tourle Thomson, R.N.	Marine animals	1522	ENG	1114	2008
